state.lastseen,missing.date,tattoo,scar,color.eyes,color.hair,weight.from,weight.to,height.from,height.to,gender,race,age.from,age.to,id
California,1961-08-21,FALSE,TRUE,brown,brown,65.75750000000001,72.1065,185.42,185.42,male,white,15,15,1D
Florida,2008-02-20,TRUE,FALSE,brown,blonde,54.42,54.42,160.02,160.02,female,white,29,29,2D
New Jersey,1991-11-25,FALSE,FALSE,blue,red,38.5475,38.5475,137.16,137.16,male,white,11,11,3D
Texas,2003-10-01,FALSE,TRUE,brown,black,49.885000000000005,49.885000000000005,165.1,165.1,female,hispanic,16,16,4D
Minnesota,1974-06-15,FALSE,FALSE,blue,blonde,49.885000000000005,49.885000000000005,165.1,165.1,female,white,17,17,5D
Wisconsin,2004-11-08,FALSE,TRUE,hazel,brown,54.42,56.6875,167.64000000000001,167.64000000000001,male,white,27,27,6D
Minnesota,1983-07-14,FALSE,FALSE,brown,brown,57.594500000000004,57.594500000000004,165.1,165.1,male,white,40,40,7D
Missouri,2000-06-09,FALSE,TRUE,hazel,gray,81.63,83.89750000000001,182.88,182.88,male,white,56,56,8D
Wisconsin,2006-07-10,FALSE,TRUE,brown,black,56.6875,58.955,160.02,160.02,male,black,29,29,9D
Texas,1990-01-24,FALSE,TRUE,blue,gray,66.211,66.211,187.96,187.96,male,white,65,65,10D
California,2013-05-21,FALSE,FALSE,brown,brown,54.42,54.42,165.1,165.1,male,other,19,19,11D
Texas,2006-10-26,TRUE,FALSE,brown,brown,43.0825,47.6175,139.7,139.7,female,white,18,18,12D
California,1990-06-01,FALSE,FALSE,blue,gray,72.56,72.56,182.88,182.88,male,white,82,82,13D
Florida,2016-06-18,FALSE,TRUE,brown,black,70.2925,70.2925,190.5,190.5,male,white,21,21,14D
Arizona,1995-08-19,TRUE,TRUE,brown,black,81.63,86.165,154.94,154.94,male,other,22,22,15D
New Jersey,1981-10-12,FALSE,TRUE,hazel,brown,68.025,68.025,154.94,154.94,male,white,18,18,16D
Austria,2013-08-01,FALSE,FALSE,green,brown,87.979,87.979,187.96,187.96,male,white,29,29,17D
Arizona,1983-11-01,TRUE,TRUE,brown,brown,72.56,72.56,190.5,190.5,male,white,44,44,18D
Texas,1985-11-12,FALSE,TRUE,brown,blond,63.49,68.025,172.72,154.94,male,white,18,18,19D
New Mexico,1930-08-23,FALSE,FALSE,grey,grey,88.886,88.886,154.94,154.94,male,white,56,56,20D
New York,1999-06-07,FALSE,FALSE,brown,"black,gray",61.222500000000004,61.222500000000004,170.18,170.18,male,black,89,89,21D
Michigan,2002-07-18,FALSE,FALSE,brown,brown,79.3625,79.3625,154.94,154.94,male,white,56,56,22D
Colorado,2005-02-15,FALSE,TRUE,hazel,brown,45.35,54.42,162.56,162.56,female,white,46,46,23D
California,1979-08-06,FALSE,TRUE,gray,brown,63.9435,69.839,170.18,170.18,male,white,21,21,24D
Missouri,1994-06-06,FALSE,TRUE,brown,black,81.63,81.63,182.88,182.88,male,black,28,28,25D
Texas,1988-06-16,TRUE,FALSE,blue,blonde,47.6175,52.1525,152.4,160.02,female,white,19,19,26D
Maryland,1969-04-21,FALSE,FALSE,brown,black,15.8725,15.8725,76.2,76.2,male,black,4,4,27D
Texas,1958-09-06,FALSE,FALSE,blue,blond,11.3375,11.3375,66.04,66.04,male,white,1,1,28D
Maryland,2002-01-07,FALSE,TRUE,blue,blonde,58.955,61.222500000000004,170.18,170.18,female,white,33,33,29D
Washington,2001-11-26,FALSE,FALSE,brown,black,68.025,68.025,162.56,162.56,female,hispanic,22,22,30D
California,2005-10-01,FALSE,TRUE,blue,brown,72.56,72.56,152.4,154.94,female,white,29,29,31D
Louisiana,1991-10-23,FALSE,TRUE,brown,brown,58.955,58.955,167.64000000000001,167.64000000000001,male,white,26,26,32D
Canada,2011-03-04,FALSE,FALSE,brown,black,30.838,30.838,48.260000000000005,172.72,male,white,20,20,33D
North Carolina,1982-03-15,FALSE,FALSE,blue,red,61.222500000000004,63.49,154.94,154.94,male,white,23,23,34D
Ohio,1946-02-23,FALSE,FALSE,brown,black,52.1525,52.1525,162.56,162.56,female,white,24,24,35D
California,1984-01-20,FALSE,FALSE,brown,brown,72.56,72.56,170.18,170.18,male,white,32,32,36D
Missouri,1967-05-10,FALSE,TRUE,brown,brown,45.35,45.35,167.64000000000001,167.64000000000001,male,white,13,13,37D
North Carolina,1996-12-01,FALSE,FALSE,brown,black,18.14,18.14,91.44,91.44,male,black,3,3,38D
California,1984-06-19,FALSE,FALSE,brown,brown,54.42,54.42,162.56,162.56,female,white,29,29,39D
Idaho,1976-09-02,FALSE,TRUE,hazel,blonde,63.49,63.49,160.02,160.02,female,white,24,24,40D
Texas,1974-09-22,FALSE,FALSE,blue,brown,56.6875,56.6875,172.72,172.72,male,white,17,17,41D
California,2004-12-17,TRUE,FALSE,blue,blonde,63.49,77.095,172.72,154.94,female,white,40,40,42D
Tennessee,1999-09-15,FALSE,TRUE,blue,brown,90.7,90.7,182.88,182.88,male,white,38,38,43D
Oregon,1986-07-22,FALSE,FALSE,brown,brown,58.955,58.955,165.1,165.1,male,white,15,15,44D
California,1992-03-01,FALSE,TRUE,blue,gray,97.5025,97.5025,154.94,154.94,male,white,64,64,45D
Brazil,1980-12-12,TRUE,FALSE,gray,blonde,77.095,77.095,190.5,190.5,male,white,28,28,46D
Michigan,1983-04-25,FALSE,FALSE,brown,black,54.42,54.42,162.56,162.56,female,black,19,19,47D
California,1989-02-04,TRUE,TRUE,blue,brown,70.2925,70.2925,170.18,170.18,male,white,18,18,48D
Michigan,1999-10-01,TRUE,TRUE,brown,black,68.025,68.025,154.94,154.94,male,black,17,17,49D
North Carolina,2001-08-01,FALSE,FALSE,brown,black,77.095,77.095,165.1,165.1,male,white,30,30,50D
Arkansas,1991-09-30,FALSE,FALSE,brown,black,70.74600000000001,70.74600000000001,154.94,154.94,male,black,20,20,51D
Oklahoma,1998-07-12,FALSE,TRUE,blue,"brown,gray",72.56,77.095,167.64000000000001,167.64000000000001,male,white,40,40,52D
Missouri,2007-11-02,FALSE,FALSE,blue,brown,83.89750000000001,83.89750000000001,170.18,170.18,male,white,45,45,53D
California,1979-05-04,FALSE,TRUE,hazel,blond,54.42,54.42,160.02,160.02,female,white,26,26,54D
Mississippi,1977-12-23,FALSE,TRUE,brown,black,65.75750000000001,65.75750000000001,167.64000000000001,167.64000000000001,male,black,17,17,55D
Michigan,1985-05-05,FALSE,TRUE,brown,blond,25.8495,25.8495,121.92,121.92,female,white,6,6,56D
California,1991-03-22,FALSE,TRUE,brown,black,49.885000000000005,52.1525,160.02,160.02,female,asian,42,42,57D
Massachusetts,1991-04-02,FALSE,TRUE,blue,brown,81.63,81.63,182.88,182.88,male,white,37,37,58D
Ohio,1992-05-11,TRUE,FALSE,brown,brown,54.42,54.42,172.72,154.94,male,white,26,26,59D
Connecticut,1997-10-24,FALSE,FALSE,brown,brown,17.233,17.233,91.44,91.44,female,white,4,4,60D
Minnesota,2005-07-11,FALSE,TRUE,brown,brown,61.222500000000004,63.49,165.1,165.1,female,native,19,19,61D
Missouri,1996-03-05,FALSE,FALSE,brown,brown,58.955,58.955,170.18,170.18,male,white,33,33,62D
Pennsylvania,2006-05-28,FALSE,TRUE,hazel,blonde,45.35,54.42,160.02,160.02,female,white,44,44,63D
Canada,1991-12-24,TRUE,TRUE,brown,black,26.756500000000003,26.756500000000003,45.72,45.72,female,native,25,25,64D
California,1983-06-08,FALSE,FALSE,brown,gray,53.513000000000005,53.513000000000005,167.64000000000001,167.64000000000001,male,white,68,68,65D
Texas,1980-07-17,FALSE,FALSE,blue,blond,72.56,72.56,182.88,182.88,male,white,24,24,66D
Puerto Rico,1990-05-08,FALSE,TRUE,brown,black,58.955,58.955,167.64000000000001,167.64000000000001,male,hispanic,40,40,67D
Florida,1996-04-26,FALSE,TRUE,brown,gray,77.095,77.095,185.42,185.42,male,black,57,57,68D
California,1980-09-06,FALSE,FALSE,brown,brown,65.75750000000001,65.75750000000001,154.94,154.94,male,white,23,23,69D
Missouri,2007-10-27,TRUE,TRUE,brown,black,67.5715,67.5715,182.88,182.88,male,black,24,24,70D
North Carolina,1978-09-14,FALSE,FALSE,brown,brown,72.56,77.095,182.88,182.88,male,black,22,22,71D
Louisiana,2000-05-20,FALSE,FALSE,brown,gray,68.025,68.025,154.94,187.96,male,black,52,52,72D
Louisiana,2016-07-04,TRUE,FALSE,brown,black,72.56,72.56,162.56,162.56,female,black,20,20,73D
New York,1969-04-24,FALSE,FALSE,blue,blond,52.1525,52.1525,157.48000000000002,157.48000000000002,female,white,18,18,74D
Pennsylvania,1981-03-06,FALSE,FALSE,hazel,brown,52.1525,52.1525,160.02,165.1,female,white,37,37,75D
New York,1990-09-06,FALSE,TRUE,brown,black,56.6875,56.6875,165.1,165.1,male,black,14,14,76D
Maryland,1997-10-25,FALSE,FALSE,brown,gray,81.63,81.63,167.64000000000001,167.64000000000001,male,white,47,47,77D
California,1990-10-01,TRUE,TRUE,brown,brown,90.7,95.235,167.64000000000001,167.64000000000001,male,white,25,25,78D
Kentucky,1983-06-01,FALSE,FALSE,gray,red,38.5475,38.5475,154.94,154.94,female,white,12,12,79D
New Mexico,2017-12-05,FALSE,FALSE,brown,black,65.75750000000001,65.75750000000001,154.94,154.94,male,hispanic,54,54,80D
Virginia,1990-04-26,FALSE,FALSE,blue,brown,65.75750000000001,65.75750000000001,154.94,154.94,male,white,32,32,81D
Kentucky,1988-12-12,TRUE,FALSE,green,brown,104.305,104.305,154.94,154.94,male,white,48,48,82D
California,1976-12-12,FALSE,FALSE,blue,brown,72.56,77.095,190.5,190.5,male,white,18,18,83D
Minnesota,1997-03-27,FALSE,FALSE,brown,black,99.77000000000001,99.77000000000001,172.72,172.72,male,asian,24,24,84D
Colorado,1981-02-10,FALSE,FALSE,blue,blond,65.75750000000001,65.75750000000001,154.94,154.94,male,white,17,17,85D
New Mexico,1988-09-01,FALSE,TRUE,brown,brown,47.6175,49.885000000000005,154.94,154.94,female,white,41,41,86D
Oregon,1990-07-02,FALSE,FALSE,brown,black,56.6875,56.6875,160.02,160.02,female,white,19,19,87D
California,1973-07-01,FALSE,FALSE,green,brown,54.42,54.42,160.02,160.02,female,white,16,16,88D
Oregon,1999-10-11,FALSE,FALSE,blue,gray,83.89750000000001,83.89750000000001,182.88,182.88,male,white,82,82,89D
California,1974-04-27,FALSE,FALSE,"blue,hazel",blond,24.942500000000003,24.942500000000003,111.75999999999999,111.75999999999999,female,white,5,5,90D
New Hampshire,1984-07-13,FALSE,FALSE,blue,brown,52.1525,52.1525,167.64000000000001,167.64000000000001,female,white,15,15,91D
California,1978-08-26,FALSE,FALSE,green,brown,63.49,68.025,165.1,165.1,female,white,24,24,92D
California,1988-11-19,FALSE,FALSE,blue,blond,34.0125,34.0125,142.24,142.24,female,white,9,9,93D
Minnesota,1986-08-06,FALSE,FALSE,brown,brown,74.8275,74.8275,172.72,193.04,male,white,26,26,94D
Colorado,1979-02-19,FALSE,FALSE,hazel,red,95.235,95.235,162.56,162.56,female,white,24,24,95D
California,1984-10-30,FALSE,FALSE,green,brown,81.63,81.63,187.96,187.96,male.,white,31,31,96D
Maryland,1993-01-08,FALSE,FALSE,blue,blond,72.56,72.56,172.72,172.72,male,white,18,18,97D
Oregon,1995-07-14,TRUE,FALSE,blue,brown,58.955,58.955,185.42,185.42,male,native,28,28,98D
Puerto Rico,2006-05-21,FALSE,FALSE,black,brown,45.35,45.35,162.56,162.56,female,hispanic,14,14,99D
California,1985-08-25,FALSE,FALSE,brown,brown,95.235,95.235,185.42,185.42,male,white,22,22,100D
Kentucky,2006-01-28,FALSE,FALSE,blue,brown,83.89750000000001,86.165,182.88,182.88,male,white,49,49,101D
California,1993-06-26,FALSE,FALSE,brown,black,68.025,68.025,167.64000000000001,167.64000000000001,male,hispanic,32,32,102D
California,1984-02-18,FALSE,FALSE,hazel,brown,58.955,58.955,162.56,162.56,female,white,26,26,103D
Missouri,1999-11-03,FALSE,FALSE,brown,brown,72.56,72.56,182.88,182.88,male,white,35,35,104D
California,1979-06-21,FALSE,FALSE,hazel,red,70.2925,70.2925,193.04,193.04,male,white,21,21,105D
Kentucky,2004-02-13,FALSE,FALSE,green,blond,75.7345,90.7,162.56,162.56,female,white,28,28,106D
California,1981-02-20,FALSE,FALSE,blue,brown,70.2925,70.2925,154.94,154.94,male,white,29,29,107D
Connecticut,1968-07-24,FALSE,FALSE,brown,brown,56.6875,58.955,165.1,167.64000000000001,female,white,13,13,108D
Maryland,2005-07-01,FALSE,FALSE,brown,black,54.42,54.42,160.02,160.02,male,black,10,10,109D
Missouri,1992-01-30,FALSE,TRUE,blue,brown,81.63,81.63,187.96,187.96,male,white,30,30,110D
California,1989-12-09,FALSE,FALSE,brown,black,58.955,63.49,157.48000000000002,157.48000000000002,male,hispanic,43,43,111D
California,1990-03-30,FALSE,FALSE,brown,black,77.095,77.095,167.64000000000001,167.64000000000001,male,hispanic,60,60,112D
Oregon,1977-01-20,FALSE,TRUE,blue,brown,72.56,72.56,175.26,175.26,male,white,36,36,113D
California,2008-10-30,FALSE,TRUE,hazel,brown,56.6875,58.955,160.02,160.02,female,white,33,33,114D
California,1983-10-01,FALSE,FALSE,blue,blond,72.56,72.56,172.72,172.72,male,white,38,38,115D
California,1980-09-25,FALSE,FALSE,brown,black,58.955,58.955,170.18,170.18,male,black,73,73,116D
California,1987-09-11,TRUE,TRUE,hazel,brown,70.2925,70.2925,172.72,172.72,male,white,26,26,117D
Minnesota,1985-10-01,FALSE,FALSE,brown,brown,49.885000000000005,49.885000000000005,160.02,160.02,female,white,46,46,118D
Virginia,1972-05-11,FALSE,FALSE,blue,brown,52.1525,52.1525,160.02,160.02,female,white,16,16,119D
New Hampshire,1984-11-13,FALSE,FALSE,brown,brown,31.745,31.745,137.16,137.16,female,white,8,8,120D
Snowdrift,1990-07-22,FALSE,FALSE,brown,black,25.8495,25.8495,45.72,165.1,female,native,15,15,121D
California,1981-04-24,TRUE,FALSE,brown,brown,74.8275,74.8275,154.94,154.94,male,hispanic,43,43,122D
Washington,1981-11-04,FALSE,FALSE,brown,brown,61.222500000000004,61.222500000000004,172.72,172.72,female,white,24,24,123D
Florida,1994-06-04,FALSE,FALSE,brown,black,74.8275,74.8275,172.72,172.72,male,black,31,31,124D
California,1985-11-23,FALSE,TRUE,brown,brown,43.0825,43.0825,142.24,142.24,female,hispanic,15,15,125D
Michigan,1980-01-21,FALSE,TRUE,blue,"brown,sandy",61.222500000000004,68.025,124.46000000000001,154.94,male,white,30,30,126D
Oregon,1978-02-23,FALSE,FALSE,blue,blonde,54.42,54.42,165.1,165.1,female,white,24,24,127D
Kansas,2015-11-01,FALSE,FALSE,brown,black,72.56,90.7,172.72,172.72,male,black,22,22,128D
Washington,1974-05-29,FALSE,FALSE,blue,blond,45.35,45.35,124.46000000000001,124.46000000000001,female,white,14,14,129D
California,1991-08-18,FALSE,FALSE,brown,black,52.1525,52.1525,162.56,162.56,male,asian,20,20,130D
Colorado,1995-06-07,FALSE,FALSE,brown,brown,65.75750000000001,65.75750000000001,172.72,172.72,male,white,21,21,131D
California,1978-04-20,FALSE,FALSE,blue,brown,63.49,63.49,172.72,172.72,male,white,43,43,132D
New Mexico,2000-02-21,FALSE,FALSE,hazel,gray,90.7,90.7,165.1,165.1,male,white,61,61,133D
Illinois,1980-02-27,FALSE,TRUE,brown,black,15.8725,15.8725,91.44,91.44,female,black,4,4,134D
Puerto Rico,1998-06-20,FALSE,TRUE,black,black,40.815,40.815,134.62,134.62,male,white,9,9,135D
Oklahoma,1994-09-12,FALSE,TRUE,brown,brown,20.4075,20.4075,93.98,93.98,male,white,6,6,136D
North Carolina,1999-04-09,TRUE,FALSE,brown,brown,65.75750000000001,65.75750000000001,167.64000000000001,167.64000000000001,male,white,49,49,137D
Nevada,1986-06-13,FALSE,FALSE,green,"blonde,brown",49.885000000000005,52.1525,162.56,162.56,female,white,20,20,138D
Pennsylvania,1991-07-28,FALSE,FALSE,brown,brown,27.21,27.21,99.06,99.06,male,black,4,4,139D
Maryland,1981-03-14,FALSE,FALSE,brown,brown,63.49,63.49,167.64000000000001,167.64000000000001,female,white,26,26,140D
Utah,1981-07-22,FALSE,FALSE,"blue,grey",brown,72.56,74.8275,154.94,154.94,male,white,32,32,141D
California,1991-10-24,FALSE,FALSE,brown,black,46.7105,46.7105,152.4,152.4,female,asian,25,25,142D
Florida,1985-07-16,FALSE,FALSE,brown,black,24.942500000000003,24.942500000000003,106.67999999999999,106.67999999999999,male,black,6,6,143D
Louisiana,1973-02-01,FALSE,FALSE,brown,brown,54.42,58.955,172.72,172.72,female,white,24,24,144D
Missouri,1984-12-16,FALSE,FALSE,green,brown,74.8275,74.8275,172.72,172.72,male,white,44,44,145D
Utah,1995-08-22,FALSE,TRUE,blue,blond,63.49,72.56,193.04,193.04,male,white,22,22,146D
Louisiana,2006-06-01,TRUE,FALSE,brown,black,58.955,63.49,185.42,185.42,male,black,22,22,147D
Louisiana,2001-09-07,TRUE,TRUE,brown,brown,77.095,77.095,154.94,154.94,male,white,27,27,148D
California,1990-09-26,FALSE,FALSE,hazel,brown,86.165,86.165,190.5,190.5,male,white,43,43,149D
Georgia,2003-10-30,TRUE,FALSE,brown,black,63.49,63.49,172.72,172.72,female,black,28,28,150D
Missouri,1991-07-25,FALSE,TRUE,blue,blond,34.0125,34.0125,134.62,134.62,male,white,11,11,151D
California,1993-01-16,FALSE,TRUE,blue,brown,90.7,90.7,190.5,190.5,male,white,17,17,152D
Alabama,2003-12-07,TRUE,TRUE,brown,black,90.7,90.7,172.72,172.72,female,black,20,20,153D
Minnesota,1951-11-10,FALSE,TRUE,gray,brown,24.942500000000003,24.942500000000003,106.67999999999999,106.67999999999999,male,white,6,6,154D
Pennsylvania,1991-07-15,FALSE,TRUE,brown,brown,58.955,68.025,160.02,167.64000000000001,female,white,40,40,155D
Arkansas,1995-07-04,FALSE,FALSE,brown,black,58.955,58.955,154.94,154.94,male,black,19,19,156D
Missouri,1986-06-06,FALSE,FALSE,green,blond,65.75750000000001,65.75750000000001,167.64000000000001,167.64000000000001,female,white,16,16,157D
Illinois,1972-01-30,FALSE,FALSE,blue,blond,68.025,68.025,182.88,182.88,male,white,17,17,158D
Utah,1993-07-24,FALSE,TRUE,blue,brown,81.63,86.165,154.94,154.94,male,white,34,34,159D
California,1990-02-28,TRUE,FALSE,brown,brown,88.4325,88.4325,187.96,187.96,male,white,33,33,160D
Massachusetts.,1990-12-14,FALSE,FALSE,hazel,"brown,gray",79.3625,79.3625,182.88,182.88,male,white,49,49,161D
California,1988-12-16,FALSE,FALSE,brown,gray,63.49,65.75750000000001,167.64000000000001,167.64000000000001,male,white,66,66,162D
Texas,2006-04-28,FALSE,FALSE,blue,brown,81.63,81.63,185.42,185.42,male,white,22,22,163D
California,2000-12-24,TRUE,FALSE,brown,black,52.1525,58.955,162.56,162.56,male,asian,20,20,164D
California,1993-04-19,FALSE,FALSE,brown,brown,104.305,104.305,154.94,154.94,male,white,28,28,165D
Alabama,2006-04-18,FALSE,FALSE,brown,black,70.2925,70.2925,154.94,154.94,male,black,31,31,166D
California,1981-08-22,TRUE,FALSE,brown,brown,83.89750000000001,83.89750000000001,185.42,185.42,male,white,25,25,167D
Oklahoma,1986-04-13,FALSE,FALSE,blue,blonde,58.955,58.955,167.64000000000001,167.64000000000001,female,white,19,19,168D
Missouri,2003-06-11,FALSE,FALSE,brown,black,34.0125,34.0125,121.92,121.92,male,black,9,9,169D
Florida,1998-07-02,FALSE,FALSE,blue,blond,99.77000000000001,99.77000000000001,167.64000000000001,167.64000000000001,male,white,37,37,170D
Illinois,1975-10-18,FALSE,FALSE,blue,brown,77.095,77.095,182.88,182.88,male,white,23,23,171D
Pennsylvania,2006-09-05,TRUE,FALSE,brown,black,52.1525,52.1525,157.48000000000002,157.48000000000002,female,black,25,25,172D
Georgia,2004-11-18,TRUE,TRUE,blue,brown,77.095,77.095,185.42,185.42,male,white,38,38,173D
California,1985-01-04,FALSE,FALSE,brown,brown,90.7,90.7,170.18,170.18,male,hispanic,25,25,174D
Alabama,1985-06-01,FALSE,TRUE,"blue,hazel",brown,40.815,44.443,124.46000000000001,162.56,female,white,16,16,175D
Arkansas,1996-11-13,FALSE,FALSE,brown,brown,58.955,58.955,172.72,172.72,male,white,36,36,176D
Louisiana,1997-09-12,TRUE,FALSE,blue,brown,56.6875,56.6875,167.64000000000001,167.64000000000001,male,white,55,55,177D
California,1986-06-01,FALSE,FALSE,green,brown,77.095,77.095,187.96,187.96,male,white,30,30,178D
Maryland,1991-11-20,FALSE,TRUE,brown,brown,77.095,77.095,182.88,182.88,male,white,26,26,179D
Florida,1991-05-02,FALSE,FALSE,brown,gray,47.6175,47.6175,170.18,170.18,male,white,66,66,180D
Missouri,2001-02-15,FALSE,FALSE,green,brown,72.56,72.56,172.72,172.72,male,white,43,43,181D
Missouri,2005-08-14,TRUE,FALSE,blue,"blonde,brown",102.03750000000001,102.03750000000001,172.72,172.72,female,white,26,26,182D
Missouri,2003-03-13,FALSE,FALSE,brown,brown,102.03750000000001,102.03750000000001,187.96,187.96,male,white,44,44,183D
New York,1984-06-09,FALSE,FALSE,blue,brown,56.6875,56.6875,160.02,160.02,male,white,22,22,184D
Pennsylvania,1958-09-19,FALSE,FALSE,blue,red,49.885000000000005,49.885000000000005,154.94,154.94,female,white,15,15,185D
Kentucky,2000-09-14,FALSE,TRUE,blue,brown,61.222500000000004,61.222500000000004,154.94,154.94,female,white,49,49,186D
California,1985-02-24,FALSE,FALSE,blue,brown,77.095,77.095,190.5,190.5,male,white,25,25,187D
Arizona,1987-11-01,FALSE,TRUE,hazel,gray,74.8275,79.3625,154.94,154.94,male,white,58,58,188D
Pennsylvania,1993-01-07,FALSE,FALSE,blue,brown,77.095,77.095,154.94,154.94,male,white,34,34,189D
Minnesota,1990-12-17,TRUE,FALSE,green,blonde,48.071,48.071,142.24,152.4,female,white,25,25,190D
Illinois,1990-06-08,FALSE,TRUE,blue,blond,49.885000000000005,49.885000000000005,160.02,160.02,female,white,30,30,191D
Minnesota,1990-08-26,FALSE,FALSE,brown,brown,49.885000000000005,49.885000000000005,152.4,152.4,female,white,17,17,192D
Louisiana,1984-01-09,FALSE,TRUE,brown,brown,79.3625,79.3625,154.94,154.94,male,white,57,57,193D
Arkansas,1957-03-02,FALSE,FALSE,blue,"gray,red",74.8275,74.8275,165.1,165.1,female,white,65,65,194D
North Carolina,1995-07-15,FALSE,FALSE,hazel,brown,77.095,77.095,185.42,185.42,male,white,25,25,195D
Minnesota,1989-04-07,FALSE,FALSE,brown,brown,14.512,14.512,71.12,71.12,male,white,1,1,196D
Rivi,1977-10-15,FALSE,FALSE,brown,brown,58.955,58.955,154.94,154.94,male,white,17,17,197D
Arizona,1981-04-12,FALSE,FALSE,hazel,blond,86.165,86.165,198.12,198.12,male,white,20,20,198D
North Carolina,1996-03-08,FALSE,FALSE,brown,brown,56.6875,56.6875,152.4,152.4,female,white,39,39,199D
Colorado,1980-07-11,FALSE,TRUE,brown,brown,58.955,58.955,167.64000000000001,167.64000000000001,male,hispanic,24,24,200D
Michigan,1989-03-11,FALSE,FALSE,green,brown,52.1525,52.1525,165.1,165.1,female,white,14,14,201D
Alaska,1999-06-04,FALSE,FALSE,blue,sandy,49.885000000000005,49.885000000000005,165.1,165.1,male,white,15,15,202D
Wyoming,2004-08-09,TRUE,FALSE,blue,brown,61.222500000000004,65.75750000000001,172.72,172.72,female,white,24,24,203D
Canada,2000-12-23,TRUE,TRUE,hazel,brown,68.025,77.095,154.94,154.94,male,white,23,23,204D
Delaware,1988-06-12,FALSE,TRUE,blue,brown,63.49,65.75750000000001,165.1,167.64000000000001,male,white,20,20,205D
Texas,1982-06-25,FALSE,FALSE,brown,brown,77.095,77.095,172.72,175.26,male,white,27,27,206D
Mississippi,1992-05-10,FALSE,TRUE,brown,brown,14.9655,14.9655,63.5,63.5,female,black,4,4,207D
Kansas,2004-02-24,FALSE,TRUE,blue,brown,63.49,71.653,172.72,172.72,male,white,44,44,208D
Alabama,1994-06-24,TRUE,FALSE,hazel,"black,brown",52.1525,52.1525,160.02,160.02,male,white,20,20,209D
